id,category,code,number,name,frequency,coverage
603,object,136,232,pack,328,10.1113970537
604,object,137,236,bridge,321,34.9661334839
605,object,138,239,minibike,312,6.90573951854
606,object,139,218,loudspeaker,311,6.68363945326
607,object,140,240,figurine,311,2.09523052438
608,object,141,241,skyscraper,310,102.14201440299999
609,object,142,242,can,309,3.9080378874
610,object,143,243,sheep,303,65.3633389984
611,object,144,247,bookcase,297,42.2047017404
612,object,145,248,bedclothes,296,79.9540909043
613,object,146,249,exhaust hood,295,6.38757227169
614,object,147,250,hill,293,35.0024666156
615,object,148,251,cow,290,62.776620469499996
616,object,149,252,napkin,289,4.53359189618
617,object,150,254,doorframe,285,9.270171503710001
618,object,151,255,manhole,281,4.00199774402
619,object,152,257,umbrella,278,5.873839149419999
620,object,153,258,case,274,49.2323884663
621,object,154,259,autobus,273,15.6473832954
622,object,155,260,dishwasher,268,7.80891474
623,object,156,262,container,263,5.833406697000001
624,object,157,267,text,252,5.64552305033
625,object,158,268,knife,252,1.00348978105
626,object,159,270,crt screen,246,6.940926082789999
627,object,160,221,pipe,242,6.01494158748
628,object,161,272,magazine,242,3.1842446531
629,object,162,271,curb,241,3.9248214640199994
630,object,163,179,oven,239,9.265233611980001
631,object,164,273,monitoring device,239,7.73066384767
632,object,165,277,radiator,233,5.84399967419
633,object,166,278,platform,232,32.6569637177
634,object,167,279,blanket,231,6.65241158115
635,object,168,280,central reservation,230,8.9491534938
636,object,169,282,bulletin board,229,7.04861830633
637,object,170,283,laptop,225,10.4947326103
638,object,171,275,gate,224,4.612097282330001
639,object,172,284,shoe,222,5.422193263860001
640,object,173,285,pool table,217,35.2897227126
641,object,174,34,metal,216,9.24735189903
642,object,175,286,fruit,214,4.27478716187
643,object,176,180,keyboard,212,7.396805258360001
644,object,177,287,coffee maker,211,1.6419381312
645,object,178,96,faucet,209,0.634309802246
646,object,179,288,candle,203,1.14202395841
647,object,180,291,handbag,199,2.15300621246
648,object,181,292,wineglass,197,5.822225778480001
649,object,182,293,mug,197,1.3321472667799998
650,object,183,294,apparel,195,17.5676163593
651,object,184,296,land,194,20.8587199716
652,object,185,297,pitcher,194,1.0561146760299998
653,object,186,298,remote control,194,0.821607079259
654,object,187,299,bar,190,27.2753077335
655,object,188,300,ball,186,9.93760413076
656,object,189,281,grill,186,5.52505262503
657,object,190,303,grandstand,172,41.7401988912
658,object,191,304,backpack,171,2.26501028491
659,object,192,305,pane of glass,170,9.37422834235
660,object,193,309,hedge,166,14.2867558986
661,object,194,274,beam,166,9.14551140259
662,object,195,311,fork,166,0.7627586303589999
663,object,196,313,notebook,164,1.89458981431
664,object,197,314,toilet tissue,164,0.7040666018080001
665,object,198,317,screen door,157,25.3761569432
666,object,199,318,brush,156,12.6412699308
667,object,200,319,heater,156,2.8043350024400002
668,object,201,320,booklet,156,1.27922600245
669,object,202,321,kitchen island,153,18.803709856199998
670,object,203,312,tower,150,16.1411117715
671,object,204,327,plane,147,12.265774670599999
672,object,205,307,ladder,146,3.43381492369
673,object,206,336,soap dispenser,142,0.5111690618729999
674,object,207,332,shower,140,6.81715712018
675,object,208,322,post,139,1.32540609001
676,object,209,340,spoon,138,0.584265422179
677,object,210,344,buffet,136,12.0386592233
678,object,211,345,kettle,136,0.999714410309
679,object,212,349,traveling bag,134,3.8777282867800005
680,object,213,350,stage,133,22.6255911165
681,object,214,351,hat,133,3.6334131821900004
682,object,215,352,printer,133,2.97324519133
683,object,216,358,teapot,129,0.65671992006
684,object,217,361,chest,128,4.90975790075
685,object,218,365,embankment,127,20.7875798832
686,object,219,379,document,124,1.9472946382799998
687,object,220,381,rack,123,4.38517002519
688,object,221,246,mouse,122,0.5362012235270001
689,object,222,388,silver screen,121,9.75564372717
690,object,223,392,animal,120,8.83335024246
691,object,224,393,pier,120,8.07840142015
692,object,225,394,crane,120,2.15004093088
693,object,226,400,postbox,116,0.937219268466
694,object,227,315,vent,114,0.489737611657
695,object,228,403,wire,113,1.3293555503499999
696,object,229,404,console table,111,2.93535239117
697,object,230,408,camera,109,1.19758030577
698,object,231,399,statue,107,1.6733298842299997
699,object,232,411,jacket,106,4.4376220966
700,object,233,412,dishrag,106,0.8675263419820001
701,object,234,409,microphone,106,0.656161127494
702,object,235,415,fountain,105,11.783365071199999
703,object,236,417,paper towel,104,0.517981381758
704,object,237,418,washer,103,17.085438371400002
705,object,238,419,partition,102,13.0949980423
706,object,239,421,banner,101,1.3916740540099999
707,object,240,422,runway,100,27.322507286
708,object,241,425,tent,98,17.846607024
709,object,242,427,towel rack,98,0.603205493854
710,object,243,433,guitar,93,3.94859759417
711,object,244,434,system,93,0.9332848995999999
712,object,245,435,place mat,92,1.3764241744299999
713,object,246,438,bouquet,90,1.4220925864899998
714,object,247,432,waterfall,89,19.8803354358
715,object,248,441,booth,88,18.1921284665
716,object,249,442,dirt track,88,13.7929026222
717,object,250,443,vending machine,88,3.1733600030799995
718,object,251,74,drawer,87,2.16931920363
719,object,252,192,saddle,87,1.69257444565
720,object,253,445,deck chair,86,4.0494751957499995
721,object,254,446,canister,85,0.643179658684
722,object,255,449,helmet,84,1.6278102066
723,object,256,447,hovel,83,20.1096518993
724,object,257,263,shutter,82,3.5630354883199997
725,object,258,450,telephone booth,82,2.32150376092
726,object,259,452,shirt,81,5.24153096984
727,object,260,454,cradle,80,12.7022243731
728,object,261,455,candelabrum,80,0.860728542709
729,object,262,451,net,78,5.493620709990001
730,object,263,458,easel,78,3.7908783561300003
731,object,264,448,skylight,78,2.7969171704000004
732,object,265,462,newspaper,76,2.67544581744
733,object,266,463,cross,76,0.550120193764
734,object,267,234,canopy,75,13.9440788007
735,object,268,464,smoke,75,7.729805127080001
736,object,269,465,footbridge,75,7.609112333210001
737,object,270,461,cart,75,3.5906310870099998
738,object,271,468,arcade machine,74,18.8283896001
739,object,272,469,machine,74,9.36026727493
740,object,273,470,baby buggy,73,2.2505334583
741,object,274,471,tank,72,9.850692714489998
742,object,275,472,shower stall,71,1.37412662118
743,object,276,473,swimming pool,70,16.2233467754
744,object,277,474,sales booth,70,13.8594135751
745,object,278,475,scaffolding,70,5.471746244859999
746,object,279,479,fridge,69,6.95351086464
747,object,280,480,patty,69,5.2346490683899995
748,object,281,481,altar,69,3.5166328871800006
749,object,282,44,wheel,69,3.2009807919499997
750,object,283,483,streetcar,68,2.46542466099
751,object,284,486,tapestry,67,3.98720883059
752,object,285,487,trouser,67,3.2756688647799996
753,object,286,488,billboard,67,1.30935348029
754,object,287,490,decoration,66,2.05075993647
755,object,288,150,cap,64,1.439401966
756,object,289,494,hot tub,63,10.4969936272
757,object,290,496,file cabinet,62,8.61815128976
758,object,291,498,piano,62,3.7126952200199996
759,object,292,500,conveyer belt,61,11.155160784100001
760,object,293,501,arcade,61,9.86164427222
761,object,294,502,equipment,61,5.25079793716
762,object,295,497,drawing,61,3.8023270669900002
763,object,296,406,trunk,61,1.7165664362900002
764,object,297,503,saucepan,61,0.64058028346
765,object,298,485,blackboard,59,4.19027379105
766,object,299,506,court,58,19.8192649722
767,object,300,512,lake,57,14.5985671419
768,object,301,513,barrel,57,9.87849110183
769,object,302,514,ship,56,10.3650124516
770,object,303,516,cage,55,12.2100868049
771,object,304,517,railroad train,55,8.71843952864
772,object,305,519,lighthouse,55,3.6857999121800007
773,object,306,521,bus stop,55,3.32971285476
774,object,307,522,exhibitor,55,3.08550793249
775,object,308,523,jersey,55,2.8423345261299997
776,object,309,524,plinth,55,1.55954434916
777,object,310,525,forecourt,54,7.5679283691100006
778,object,311,526,eiderdown,53,7.105641610069999
779,object,312,527,mat,53,5.431570553049999
780,object,313,528,cash register,53,1.28257173551
781,object,314,530,calendar,52,1.0233778683399999
782,object,315,531,briefcase,52,0.510788092174
783,object,316,537,mouse pad,50,1.79099579482
784,object,317,538,cd,50,1.51557845154
785,object,318,540,bread,50,1.21554294223
786,object,319,542,cliff,49,14.5456746244
787,object,320,518,arch,49,6.67606873386
788,object,321,544,escalator,48,12.1753581074
789,object,322,206,chimney,48,3.77980722741
790,object,323,550,table football,47,4.22922971816
791,object,324,551,grand piano,47,2.36935839099
792,object,325,539,rocking chair,47,1.33967517102
793,object,326,546,baseboard,47,0.674618660183
794,object,327,549,elevator,46,7.4353274713
795,object,328,557,scale,46,0.558249804699
796,object,329,560,vault,45,9.92021754203
797,object,330,561,radio,45,0.543426737079
798,object,331,566,fish,43,2.29835193187
799,object,332,569,boot,43,0.9448412828849999
800,object,333,573,dummy,42,1.43008066424
801,object,334,575,mezzanine,41,4.74137160362
802,object,335,576,fire place,41,3.9080042488599998
803,object,336,577,map,41,2.3839761537
804,object,337,578,menu,41,1.2316639362200001
805,object,338,581,rubbish,40,7.31504067373
806,object,339,582,gym shoe,40,1.0001710180299999
807,object,340,586,slot machine,39,10.1505826945
808,object,341,588,basketball hoop,39,1.07397670214
809,object,342,591,tire,38,1.15829140636
810,object,343,520,bell,37,3.63486630558
811,object,344,593,video player,37,1.09960346975
812,object,345,595,merchandise,36,6.60864135352
813,object,346,166,frame,36,1.4148129647999999
814,object,347,596,television stand,36,1.26641630568
815,object,348,599,ice,35,11.0366083298
816,object,349,600,playground,35,5.472401488049999
817,object,350,601,guardrail,35,2.13165403199
818,object,351,604,table tennis,34,2.5315626926099997
819,object,352,120,roof,34,2.39702316083
820,object,353,606,bidet,34,1.40249707986
821,object,354,607,sweater,34,0.620704246446
822,object,355,612,aircraft carrier,33,11.6504302178
823,object,356,613,valley,33,5.72546621037
824,object,357,603,deck,33,5.49259214814
825,object,358,614,railway,33,4.6476989044999995
826,object,359,615,balloon,33,0.651330872118
827,object,360,620,pitch,32,12.986733575299999
828,object,361,621,display board,32,2.4111940544799997
829,object,362,605,mattress,32,2.23797128539
830,object,363,623,pallet,32,0.995392342059
831,object,364,626,patio,31,5.34423669248
832,object,365,627,ad,31,1.40567169493
833,object,366,628,price tag,31,0.653122278306
834,object,367,631,controls,30,12.297976871
835,object,368,632,island,30,2.2735122330400004
836,object,369,323,stretcher,29,3.21946377446
837,object,370,640,curtains,29,2.55322525477
838,object,371,643,duck,29,1.43522827803
839,object,372,648,pulpit,28,3.74658782417
840,object,373,401,dome,27,4.01997909122
841,object,374,654,slope,27,3.4737945715699996
842,object,375,656,podium,27,1.59482744588
843,object,376,649,ramp,27,1.5246844788999998
844,object,377,644,gas pump,27,1.0613539455299998
845,object,378,659,monument,27,0.757120165228
846,object,379,660,trailer,27,0.745415029955
847,object,380,663,windmill,26,4.083071089930001
848,object,381,653,leaves,26,3.8478105024900002
849,object,382,655,helicopter,26,2.93983172417
850,object,383,664,pool,26,2.8489956794999998
851,object,384,665,water tower,26,2.58905154965
852,object,385,666,folding screen,26,2.57879305726
853,object,386,667,workbench,26,2.4040356425400002
854,object,387,668,brushes,26,1.5938520096700002
855,object,388,658,finger,26,0.9508564064939999
856,object,389,670,scoreboard,26,0.781014231886
857,object,390,678,ice rink,25,10.325039226900001
858,object,391,679,carport,25,5.42691006118
859,object,392,680,gravestone,25,3.8747755398800003
860,object,393,681,straw,25,3.6922618850499997
861,object,394,682,horse-drawn carriage,25,3.17636244424
862,object,395,683,tunnel,25,3.0963312991799996
863,object,396,684,cannon,25,3.0905293921900006
864,object,397,685,tumble dryer,25,2.31452640024
865,object,398,698,altarpiece,24,3.9890898870199996
866,object,399,699,shelter,24,3.96673433426
867,object,400,700,pond,24,3.20796688583
868,object,401,701,windscreen,24,1.26895834265
869,object,402,669,leaf,24,0.891726393016
870,object,403,702,wheelchair,24,0.8791969895399999
871,object,404,703,coat,24,0.83452503898
872,object,405,704,planter,24,0.725353358234
873,object,406,705,player,24,0.56894271809
874,object,407,714,carousel,23,10.883705321199999
875,object,408,715,display window,23,4.681557022930001
876,object,409,716,elevator door,23,4.54542078031
877,object,410,717,shop,23,3.4871418312
878,object,411,718,roundabout,23,1.6440987709600001
879,object,412,642,bottle rack,23,1.53679066165
880,object,413,220,skirt,23,0.563428067901
881,object,414,732,aquarium,22,7.5720426143
882,object,415,733,ruins,22,7.39012381705
883,object,416,734,instrument panel,22,7.14107272459
884,object,417,735,ring,22,5.28038413361
885,object,418,736,table game,22,2.66358087161
886,object,419,737,television camera,22,2.0764408954499998
887,object,420,739,goal,22,0.771519998559
888,object,421,748,bird cage,21,9.25257772776
889,object,422,749,aqueduct,21,5.744729517590001
890,object,423,750,weighbridge,21,1.92812429289
891,object,424,738,control tower,21,1.45172639472
892,object,425,719,blinds,21,1.40545094629
893,object,426,142,balcony,21,1.37209292342
894,object,427,657,steering wheel,21,1.31925241823
895,object,428,30,glass,21,1.10187076248
896,object,429,762,stands,20,2.4922829661900003
897,object,430,641,porch,20,1.3697251847100003
898,object,431,764,mill,20,0.934402610834
899,object,432,773,pantry,19,7.97902023483
900,object,433,761,folding door,19,4.83699225459
901,object,434,774,bandstand,19,3.90667361947
902,object,435,775,videos,19,3.13433627796
903,object,436,776,sand trap,19,2.61302511077
904,object,437,777,organ,19,2.52828632246
905,object,438,778,synthesizer,19,1.09843639245
906,object,439,779,planks,19,0.909820881787
907,object,440,780,pictures,19,0.755794064412
908,object,441,781,parterre,19,0.7112060438750001
909,object,442,792,lockers,18,4.9963985583
910,object,443,793,service station,18,4.94950168927
911,object,444,794,trench,18,4.10509889499
912,object,445,795,barrels,18,3.5176341882699997
913,object,446,796,box office,18,2.9292082096099996
914,object,447,797,binder,18,1.96670038347
915,object,448,798,cabin,18,1.7960637614700001
916,object,449,102,base,18,1.44761291513
917,object,450,799,forklift,18,1.29857790156
918,object,451,801,pavilion,18,0.581094575029
919,object,452,202,brick,18,0.5048318426839999
920,object,453,49,tile,18,0.366071899621
921,object,454,806,greenhouse,17,7.32188888484
922,object,455,807,caravan,17,3.9077022082199995
923,object,456,808,berth,17,3.8094036630800003
924,object,457,809,trellis,17,2.37366792
925,object,458,810,tomb,17,2.05494101508
926,object,459,811,structure,17,1.28800261876
927,object,460,812,plastic,17,0.944652567812
928,object,461,813,parasol,17,0.7038092422840001
929,object,462,827,dam,16,3.7956311234699993
930,object,463,828,tracks,16,2.14401225338
931,object,464,829,hay,16,1.9915869263599997
932,object,465,830,hen,16,1.18933275932
933,object,466,831,recycling bin,16,0.8097575294
934,object,467,832,disc case,16,0.794965519258
935,object,468,720,slide,16,0.70020134546
936,object,469,850,shanties,15,4.3903566618
937,object,470,852,machinery,15,2.26841416117
938,object,471,853,dashboard,15,2.26606231317
939,object,472,854,dental chair,15,1.62511413752
940,object,473,855,parking,15,1.17065709249
941,object,474,856,sewing machine,15,0.546058266346
942,object,475,857,rifle,15,0.53082084275
943,object,476,879,desert,14,5.7977167113100005
944,object,477,880,henhouse,14,5.68825691511
945,object,478,881,tennis court,14,5.190172229130001
946,object,479,882,shed,14,3.70147267915
947,object,480,883,bird feeder,14,2.5862322722799997
948,object,481,884,washing machines,14,2.3266480258
949,object,482,885,watchtower,14,2.2153694388
950,object,483,886,shops,14,2.00101809007
951,object,484,887,ride,14,1.9762328129799998
952,object,485,888,telescope,14,1.4784957981400002
953,object,486,890,drum,14,0.870521270941
954,object,487,892,oar,14,0.640516346417
955,object,488,893,breads,14,0.542862755408
956,object,489,920,semidesert ground,13,5.402916862530001
957,object,490,922,roller coaster,13,2.48188374682
958,object,491,923,water wheel,13,1.86156533907
959,object,492,924,barbecue,13,1.5518194586200003
960,object,493,925,bulldozer,13,1.5336500929499999
961,object,494,926,steam shovel,13,1.3655196271399999
962,object,495,927,gravel,13,0.960120988553
963,object,496,928,meter,13,0.659250056274
964,object,497,929,excavator,13,0.627077869758
965,object,498,978,vineyard,12,5.74384665243
966,object,499,979,rubble,12,4.6251368488599995
967,object,500,980,badlands,12,4.16248058915
968,object,501,981,forest,12,3.11508113137
969,object,502,982,ticket counter,12,2.78673732496
970,object,503,921,grille door,12,2.6975235993799997
971,object,504,983,stalls,12,2.20966706321
972,object,505,984,shower curtain,12,1.4312348810799997
973,object,506,985,village,12,1.32939788412
974,object,507,987,gas station,12,1.13153804521
975,object,508,988,niche,12,0.983892502185
976,object,509,989,check-in-desk,12,0.9790070342049999
977,object,510,990,set of instruments,12,0.8314760718809999
978,object,511,991,bread rolls,12,0.6340606211850001
979,object,512,397,tap,12,0.27676684251999994
980,object,513,1059,inflatable bounce game,11,5.70027846355
981,object,514,1060,temple,11,5.390753125040001
982,object,515,1061,bowling alley,11,3.03882538575
983,object,516,1062,mosque,11,3.00626591824
984,object,517,1063,skittle alley,11,2.9674627607999997
985,object,518,1064,sandbox,11,2.93652446273
986,object,519,1065,catwalk,11,2.9206850226200003
987,object,520,1066,big top,11,2.8155031959900003
988,object,521,1067,iceberg,11,2.46811010139
989,object,522,1068,viaduct,11,2.36549591941
990,object,523,1069,fog bank,11,2.34329223633
991,object,524,1070,parking lot,11,1.7655704672799999
992,object,525,1071,trestle,11,1.6212392322
993,object,526,1072,table cloth,11,0.91398251418
994,object,527,1073,tables,11,0.7600097618739999
995,object,528,1074,pigeonhole,11,0.7255140824259999
996,object,529,1075,cactus,11,0.6860693213339999
997,object,530,1076,bathrobe,11,0.672012238703
998,object,531,1078,crate,11,0.575515002719
999,object,532,1079,quay,11,0.560910652669
1000,object,533,1080,hand cart,11,0.536631040153
1001,object,534,1081,candies,11,0.5249874260230001
1002,object,535,1180,labyrinth,10,4.205629110259999
1003,object,536,1181,bullring,10,3.9420112981099997
1004,object,537,1183,acropolis,10,3.05295889116
1005,object,538,1184,covered bridge,10,2.60429748987
1006,object,539,1185,shipyard,10,2.3967378619099997
1007,object,540,1187,elephant,10,2.0218031976299997
1008,object,541,1188,toll booth,10,1.80569262719
1009,object,542,1189,book stand,10,1.75367846319
1010,object,543,1190,skeleton,10,1.6477170189500001
1011,object,544,1191,baptismal font,10,1.4256384931900001
1012,object,545,1192,witness stand,10,1.32710100718
1013,object,546,1193,vegetables,10,1.04394207727
1014,object,547,1194,mountain pass,10,1.0317840576200001
1015,object,548,1195,meat,10,0.7530425624070001
1016,object,549,1077,rudder,10,0.5773814828230001
1017,object,550,1196,canvas,10,0.536699789295
1018,object,551,1197,shore,10,0.527876667242
1019,object,552,244,concrete,9,0.611528640466
1020,object,553,1182,terraces,8,2.83076268244
1021,object,554,891,fire,8,0.625437693359
1022,object,555,567,panel,7,1.11459643017
1023,object,556,266,water tank,7,0.342240340753
1024,object,557,103,headboard,6,2.56075796468
1025,object,558,1186,ticket window,6,1.5930103562
1026,object,559,213,engine,6,0.571881784298
1027,object,560,476,sill,6,0.118180650693
1028,object,561,217,lid,6,0.103510982953
1029,object,562,763,revolving door,5,1.75904458784
1030,object,563,32,ear,5,0.12405685637399999
1031,object,564,110,screen,4,0.5492436516520001
1032,object,565,194,apron,4,0.07879648983
1033,object,566,622,cockpit,3,1.3619908983899998
1034,object,567,633,metal shutters,3,0.368196107378
1035,object,568,238,cardboard,3,0.09850328762880001
1036,object,569,466,casing,3,0.054211262913600004
1037,object,570,219,side,3,0.0335329964461
1038,object,571,99,knob,3,0.00435196862351
1039,object,572,343,grid,2,0.108822366333
1040,object,573,64,handle,2,0.083329009009
1041,object,574,108,top,2,0.013847236576100002
1042,object,575,137,rim,2,0.009987182617190001
1043,object,576,129,leather,1,0.41568870523400003
1044,object,577,395,fur,1,0.278105983028
1045,object,578,114,seat cushion,1,0.0498261452283
1046,object,579,22,leg,1,0.027908325195299996
1047,object,580,159,seat base,1,0.00676009444045
1048,object,581,51,hair,1,0.00292587280273
1049,object,582,227,bumper,1,0.00211357834172
1050,object,583,426,spindle,1,0.00142123444363
1051,object,584,98,body,1,0.000159738738419
1052,part,1,21,head,8606,399.425893666
1053,part,2,22,leg,8443,224.96312222
1054,part,3,26,torso,7506,617.975998589
1055,part,4,28,arm,6178,186.05770569599997
1056,part,5,29,eye,5971,8.92968587047
1057,part,6,15,windowpane,5610,220.009448679
1058,part,7,32,ear,5414,63.1242747313
1059,part,8,37,nose,4805,12.527916899200001
1060,part,9,39,neck,4619,65.6566009431
1061,part,10,23,door,4557,219.202000069
1062,part,11,42,hand,3832,32.2579613434
1063,part,12,44,wheel,3681,119.206320458
1064,part,13,53,mouth,2938,3.7971526692400004
1065,part,14,51,hair,2813,80.0923694645
1066,part,15,58,foot,2424,13.376721421300001
1067,part,16,62,eyebrow,2160,1.4777724033000001
1068,part,17,64,handle,2078,3.05105246539
1069,part,18,66,tail,2028,23.744376998299998
1070,part,19,67,muzzle,2003,53.842271759700004
1071,part,20,73,headlight,1757,8.41487780742
1072,part,21,48,mirror,1643,4.42267946333
1073,part,22,74,drawer,1628,41.6440838193
1074,part,23,81,back,1619,48.1800768964
1075,part,24,82,shade,1554,16.0556951392
1076,part,25,87,paw,1450,21.580160648099998
1077,part,26,92,column,1311,15.7063323836
1078,part,27,98,body,1195,104.292031025
1079,part,28,99,knob,1130,1.00311184633
1080,part,29,102,base,1072,4.4701574863
1081,part,30,103,headboard,1056,37.9853101908
1082,part,31,96,faucet,1047,3.10576405194
1083,part,32,106,license plate,1020,0.8943764876960001
1084,part,33,108,top,976,30.9476274773
1085,part,34,110,screen,933,54.217521476099996
1086,part,35,86,seat,898,12.798649233599999
1087,part,36,114,seat cushion,886,27.5737600185
1088,part,37,117,wing,870,26.080912174899996
1089,part,38,120,roof,815,33.5019351152
1090,part,39,76,railing,748,15.4259355435
1091,part,40,133,pane,727,38.9633875201
1092,part,41,137,rim,695,2.41175897945
1093,part,42,139,taillight,651,0.988278101765
1094,part,43,140,back pillow,644,22.9518797593
1095,part,44,143,windshield,629,5.46779572946
1096,part,45,142,balcony,620,24.308353686500002
1097,part,46,151,door frame,607,18.0179843878
1098,part,47,158,beak,589,2.53617504947
1099,part,48,159,seat base,585,7.031258771810001
1100,part,49,162,inside arm,575,9.107463887160002
1101,part,50,150,cap,547,2.6167736064300002
1102,part,51,171,stern,527,14.8978485865
1103,part,52,166,frame,505,9.485800000389998
1104,part,53,177,outside arm,504,7.98020313847
1105,part,54,181,footboard,481,29.7279283523
1106,part,55,35,plant,452,42.3403872163
1107,part,56,89,pot,438,20.097176232
1108,part,57,194,apron,437,3.07963023071
1109,part,58,196,handle bar,428,4.75745451865
1110,part,59,201,shop window,403,18.9206512761
1111,part,60,213,engine,373,7.212450409510001
1112,part,61,192,saddle,358,2.7724157419999997
1113,part,62,222,chain wheel,353,3.9406082581699997
1114,part,63,219,side,352,8.6735780296
1115,part,64,217,lid,351,7.228514681469999
1116,part,65,206,chimney,343,2.3113581145
1117,part,66,227,bumper,340,2.54365443301
1118,part,67,231,coach,334,55.7516156264
1119,part,68,220,skirt,332,5.201521916530001
1120,part,69,235,stile,323,2.97118505466
1121,part,70,136,double door,290,7.393574768960001
1122,part,71,253,button panel,288,2.53533818867
1123,part,72,256,crosswalk,279,19.7080596258
1124,part,73,180,keyboard,274,2.79130257087
1125,part,74,116,stove,270,3.5591653253800004
1126,part,75,72,shelf,266,3.4437991489499997
1127,part,76,261,monitor,263,11.452950758900002
1128,part,77,179,oven,258,7.732944040560001
1129,part,78,264,hoof,254,0.788562696162
1130,part,79,265,front,253,6.68478103849
1131,part,80,234,canopy,250,0.248840638004
1132,part,81,266,water tank,246,6.29902321411
1133,part,82,109,bowl,208,4.08843989689
1134,part,83,289,backplate,207,0.543941494013
1135,part,84,263,shutter,178,3.3712074087199997
1136,part,85,246,mouse,176,0.21730963356999997
1137,part,86,306,face,170,0.554451192029
1138,part,87,310,arm panel,166,1.21492500595
1139,part,88,316,muntin,162,0.853816702402
1140,part,89,330,sash,145,8.47397788977
1141,part,90,339,computer case,138,3.75407972194
1142,part,91,348,metal shutter,134,4.37102869796
1143,part,92,355,blade,130,1.6405408668900001
1144,part,93,366,cloud,127,10.481860875499999
1145,part,94,367,horn,127,1.2238030119299999
1146,part,95,386,windows,122,5.5812124413
1147,part,96,323,stretcher,122,0.41966736095
1148,part,97,398,lower sash,116,5.03902781771
1149,part,98,402,dormer,114,1.4805828644799999
1150,part,99,221,pipe,112,1.40574780839
1151,part,100,397,tap,105,0.22542679824099998
1152,part,101,416,upper sash,104,3.59018494541
1153,part,102,420,entrance,101,2.04918930817
1154,part,103,423,corner pocket,100,0.8440400647930001
1155,part,104,426,spindle,97,0.875040418797
1156,part,105,61,bed,92,6.514775053169999
1157,part,106,436,diffusor,92,1.166248594
1158,part,107,439,side rail,89,2.1236841097799997
1159,part,108,401,dome,88,2.94359160462
1160,part,109,157,bannister,81,4.00335867139
1161,part,110,274,beam,72,4.2413980161
1162,part,111,466,casing,72,1.5615362686399998
1163,part,112,175,pedestal,70,1.06423096017
1164,part,113,476,sill,64,0.458567987999
1165,part,114,495,garage door,63,5.14879773038
1166,part,115,505,shaft,59,3.7438091535300004
1167,part,116,507,head roof,58,1.19903284484
1168,part,117,508,capital,58,0.652280492123
1169,part,118,104,stairs,53,0.56049371933
1170,part,119,536,fire escape,50,4.18148915213
1171,part,120,406,trunk,49,1.84128530176
1172,part,121,315,vent,49,0.482131318578
1173,part,122,545,fuselage,48,2.682681478
1174,part,123,548,clouds,47,9.417347176549999
1175,part,124,211,step,47,2.90979421751
1176,part,125,552,earmuffs,47,0.54064240846
1177,part,126,218,loudspeaker,46,0.39042054650200003
1178,part,127,564,riser,44,1.9316089742200002
1179,part,128,281,grill,44,1.69121748107
1180,part,129,568,tread,43,1.2411463656000001
1181,part,130,570,stabilizer,43,0.500954104363
1182,part,131,587,arcades,39,2.93161172297
1183,part,132,567,panel,36,0.708118736045
1184,part,133,45,cabinet,33,1.60208257974
1185,part,134,629,coach roof,31,0.59171990423
1186,part,135,12,wall,29,2.43593191685
1187,part,136,622,cockpit,29,0.14847807715
1188,part,137,633,metal shutters,27,0.978191917166
1189,part,138,107,plate,24,0.033340873287100004
1190,part,139,307,ladder,23,0.706899197695
1191,part,140,751,bedpost,21,0.878350748222
1192,part,141,752,terrace,21,0.658085890122
1193,part,142,47,signboard,19,0.254570741647
1194,part,143,800,doors,18,0.924082723255
1195,part,144,520,bell,18,0.0436129964661
1196,part,145,851,wave,15,3.39928193978
1197,part,146,312,tower,15,1.36151005039
1198,part,147,125,work surface,15,0.38786543819499997
1199,part,148,763,revolving door,15,0.244154797872
1200,part,149,889,slats,14,1.00568871218
1201,part,150,55,pole,14,0.19356654857299999
1202,part,151,322,post,14,0.15892446725
1203,part,152,275,gate,13,0.20105296735300002
1204,part,153,144,switch,13,0.00602461047044
1205,part,154,986,safety side,12,1.2871111268100002
1206,part,155,152,chest of drawers,10,0.858563359596
1207,part,156,641,porch,9,0.6590026976650001
1208,part,157,147,stairway,9,0.42854178670299997
1209,part,158,399,statue,9,0.0802025201054
1210,part,159,75,water,7,0.559151327404
1211,part,160,57,fence,7,0.282085697415
1212,part,161,77,cushion,7,0.0723484519877
1213,part,162,720,slide,7,0.0315949012062
1214,part,163,518,arch,6,0.217140455418
1215,part,164,642,bottle rack,6,0.0994997981213
1216,part,165,448,skylight,6,0.0186582233981
1217,part,166,288,candle,6,0.00937285602133
1218,part,167,657,steering wheel,6,0.005689539118800001
1219,part,168,50,lamp,5,0.0110828275114
1220,part,169,432,waterfall,4,0.996367398184
1221,part,170,14,floor,4,0.908338716058
1222,part,171,1186,ticket window,4,0.552816936378
1223,part,172,332,shower,4,0.0130596714869
1224,part,173,25,ceiling,3,0.6556805213
1225,part,174,54,curtain,3,0.30755451271
1226,part,175,205,blind,3,0.07480039197100001
1227,part,176,111,clock,3,0.0239827218368
1228,part,177,451,net,3,0.016185935533
1229,part,178,79,flower,3,0.0134686048018
1230,part,179,65,box,3,0.0117156982026
1231,part,180,539,rocking chair,3,0.005039830491109999
1232,part,181,1182,terraces,2,0.500532236733
1233,part,182,24,fabric,2,0.161473877875
1234,part,183,605,mattress,2,0.155035313265
1235,part,184,85,rock,2,0.089650252778
1236,part,185,36,chair,2,0.0645108800356
